LaunchPlanningProblemFraming.md	product-and-project-management	launch-coordination
LaunchPlanningRiskReviews.md	product-and-project-management	launch-coordination
LaunchPlanningRolloutPlanning.md	product-and-project-management	launch-coordination
LaunchPlanningStakeholderAlignment.md	product-and-project-management	launch-coordination
LaunchReadinessReview.md	product-and-project-management	launch-coordination
LaunchRiskReviewsDesign.md	product-and-project-management	launch-coordination
LaunchRiskReviewsDiagnostics.md	product-and-project-management	launch-coordination
LaunchRiskReviewsGovernance.md	product-and-project-management	launch-coordination
LaunchRiskReviewsOperations.md	product-and-project-management	launch-coordination
LaunchRiskReviewsOptimization.md	product-and-project-management	launch-coordination
LaunchRiskReviewsPlanning.md	product-and-project-management	launch-coordination
LaunchRiskReviewsPlaybook.md	product-and-project-management	launch-coordination
LaunchRiskReviewsReliability.md	product-and-project-management	launch-coordination
LaunchRiskReviewsReview.md	product-and-project-management	launch-coordination
LaunchRiskReviewsStrategy.md	product-and-project-management	launch-coordination
Layout-Composition.md	frontend-and-user-experience	design-systems-and-visual-design
LeadQualificationOpsEscalationProofs.md	customer-and-revenue-operations	sales-and-partner-operations
LeadQualificationOpsFollowupCadence.md	customer-and-revenue-operations	sales-and-partner-operations
LeadQualificationOpsKnowledgeReuse.md	customer-and-revenue-operations	sales-and-partner-operations
LeadQualificationOpsOutcomeTracking.md	customer-and-revenue-operations	sales-and-partner-operations
LeadQualificationOpsResponseTemplates.md	customer-and-revenue-operations	sales-and-partner-operations
LeadQualificationOpsRiskFlags.md	customer-and-revenue-operations	sales-and-partner-operations
LeadQualificationOpsSegmentationRules.md	customer-and-revenue-operations	sales-and-partner-operations
LeadQualificationOpsSignalInterpretation.md	customer-and-revenue-operations	sales-and-partner-operations
LeadQualificationOpsStakeholderMapping.md	customer-and-revenue-operations	sales-and-partner-operations
LeadQualificationOpsWorkflowSequencing.md	customer-and-revenue-operations	sales-and-partner-operations
LegacyBoundaryExtractionDesign.md	backend-and-api-engineering	service-architecture-and-decomposition
LegacyBoundaryExtractionDiagnostics.md	backend-and-api-engineering	service-architecture-and-decomposition
LegacyBoundaryExtractionGovernance.md	backend-and-api-engineering	service-architecture-and-decomposition
LegacyBoundaryExtractionOperations.md	backend-and-api-engineering	service-architecture-and-decomposition
LegacyBoundaryExtractionOptimization.md	backend-and-api-engineering	service-architecture-and-decomposition
LegacyBoundaryExtractionPlanning.md	backend-and-api-engineering	service-architecture-and-decomposition
LegacyBoundaryExtractionPlaybook.md	backend-and-api-engineering	service-architecture-and-decomposition
LegacyBoundaryExtractionReliability.md	backend-and-api-engineering	service-architecture-and-decomposition
LegacyBoundaryExtractionReview.md	backend-and-api-engineering	service-architecture-and-decomposition
LegacyBoundaryExtractionStrategy.md	backend-and-api-engineering	service-architecture-and-decomposition
LegacyRefactorAutomationHooks.md	software-engineering-craft	code-quality-and-refactoring
LegacyRefactorChangeScoping.md	software-engineering-craft	code-quality-and-refactoring
LegacyRefactorEdgeCaseSweeps.md	software-engineering-craft	code-quality-and-refactoring
LegacyRefactorMinimalRepros.md	software-engineering-craft	code-quality-and-refactoring
LegacyRefactorPatchDesign.md	software-engineering-craft	code-quality-and-refactoring
LegacyRefactorRegressionGuards.md	software-engineering-craft	code-quality-and-refactoring
LegacyRefactorRiskRanking.md	software-engineering-craft	code-quality-and-refactoring
LegacyRefactorRollbackPlans.md	software-engineering-craft	code-quality-and-refactoring
LegacyRefactorTraceIsolation.md	software-engineering-craft	code-quality-and-refactoring
LegacyRefactorVerificationLoops.md	software-engineering-craft	code-quality-and-refactoring
LegacySystemStrangler.md	backend-and-api-engineering	service-architecture-and-decomposition
LegalContractReview.md	security-and-trust	compliance-privacy-and-audit
LinuxOpsAutomationSafety.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
LinuxOpsCapacityForecasting.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
LinuxOpsCostGovernance.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
LinuxOpsDeploymentRollouts.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
LinuxOpsEnvironmentPromotion.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
LinuxOpsFailureRecovery.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
LinuxOpsIncidentTriage.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
LinuxOpsObservabilityDesign.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
LinuxOpsPolicyAutomation.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
LinuxOpsSecretsManagement.md	platform-and-cloud-infrastructure	cloud-and-kubernetes-operations
Linux_Bash.md	platform-and-cloud-infrastructure	systems-administration-reference
LiteratureReviewOpsActionExtraction.md	content-and-communication	internal-knowledge-and-research
LiteratureReviewOpsBiasChecks.md	content-and-communication	internal-knowledge-and-research
LiteratureReviewOpsCitationDiscipline.md	content-and-communication	internal-knowledge-and-research
LiteratureReviewOpsConfidenceScoring.md	content-and-communication	internal-knowledge-and-research
LiteratureReviewOpsContradictionHandling.md	content-and-communication	internal-knowledge-and-research
LiteratureReviewOpsEvidenceSifting.md	content-and-communication	internal-knowledge-and-research
LiteratureReviewOpsFollowupQuestions.md	content-and-communication	internal-knowledge-and-research
LiteratureReviewOpsQuestionDesign.md	content-and-communication	internal-knowledge-and-research
LiteratureReviewOpsStakeholderReadouts.md	content-and-communication	internal-knowledge-and-research
LiteratureReviewOpsSynthesisFrames.md	content-and-communication	internal-knowledge-and-research
Llama3.md	ai-and-agent-systems	model-provider-guides
Llama32Vision.md	ai-and-agent-systems	model-provider-guides
LoadTesting.md	testing-and-quality-assurance	browser-and-end-to-end-testing
Lobster.md	software-engineering-craft	languages
LocalLLMInference.md	ai-and-agent-systems	model-serving-and-cost
LoggingInstrumentationAutomationHooks.md	reliability-and-incident-response	observability-and-slos
LoggingInstrumentationChangeScoping.md	reliability-and-incident-response	observability-and-slos
LoggingInstrumentationEdgeCaseSweeps.md	reliability-and-incident-response	observability-and-slos
LoggingInstrumentationMinimalRepros.md	reliability-and-incident-response	observability-and-slos
LoggingInstrumentationPatchDesign.md	reliability-and-incident-response	observability-and-slos
LoggingInstrumentationRegressionGuards.md	reliability-and-incident-response	observability-and-slos
LoggingInstrumentationRiskRanking.md	reliability-and-incident-response	observability-and-slos
LoggingInstrumentationRollbackPlans.md	reliability-and-incident-response	observability-and-slos
LoggingInstrumentationTraceIsolation.md	reliability-and-incident-response	observability-and-slos
LoggingInstrumentationVerificationLoops.md	reliability-and-incident-response	observability-and-slos
MITM.md	security-and-trust	attack-defense-and-hardening
MLOpsModelDeployment.md	ai-and-agent-systems	model-serving-and-cost
MQTTIoTArchitecture.md	specialized-and-systems-engineering	embedded-iot-and-robotics
MachineLearning.md	ai-and-agent-systems	machine-learning-and-vision
MarketSignalScanningActionExtraction.md	product-growth-and-marketing	market-and-customer-insight
MarketSignalScanningBiasChecks.md	product-growth-and-marketing	market-and-customer-insight
MarketSignalScanningCitationDiscipline.md	product-growth-and-marketing	market-and-customer-insight
MarketSignalScanningConfidenceScoring.md	product-growth-and-marketing	market-and-customer-insight
MarketSignalScanningContradictionHandling.md	product-growth-and-marketing	market-and-customer-insight
MarketSignalScanningEvidenceSifting.md	product-growth-and-marketing	market-and-customer-insight
MarketSignalScanningFollowupQuestions.md	product-growth-and-marketing	market-and-customer-insight
MarketSignalScanningQuestionDesign.md	product-growth-and-marketing	market-and-customer-insight
MarketSignalScanningStakeholderReadouts.md	product-growth-and-marketing	market-and-customer-insight
MarketSignalScanningSynthesisFrames.md	product-growth-and-marketing	market-and-customer-insight
MeetingFacilitation.md	product-and-project-management	planning-cadence-and-delivery
MeetingSynthesisActionSummaries.md	content-and-communication	internal-knowledge-and-research
MeetingSynthesisApprovalCriteria.md	content-and-communication	internal-knowledge-and-research
MeetingSynthesisAudienceFraming.md	content-and-communication	internal-knowledge-and-research
MeetingSynthesisCrossLinking.md	content-and-communication	internal-knowledge-and-research
MeetingSynthesisDecisionRecords.md	content-and-communication	internal-knowledge-and-research
MeetingSynthesisEvidenceDensity.md	content-and-communication	internal-knowledge-and-research
MeetingSynthesisExampleQuality.md	content-and-communication	internal-knowledge-and-research
MeetingSynthesisReviewWorkflow.md	content-and-communication	internal-knowledge-and-research
MeetingSynthesisSearchability.md	content-and-communication	internal-knowledge-and-research
MeetingSynthesisUpdateCadence.md	content-and-communication	internal-knowledge-and-research
MemoryForensics.md	security-and-trust	attack-defense-and-hardening
MemoryHierarchyVirtualMemory.md	specialized-and-systems-engineering	hardware-and-computer-architecture
MemoryLeakTriageBenchmarkDesign.md	reliability-and-incident-response	production-diagnostics-and-triage
MemoryLeakTriageDeploymentConstraints.md	reliability-and-incident-response	production-diagnostics-and-triage
MemoryLeakTriageFailureModels.md	reliability-and-incident-response	production-diagnostics-and-triage
MemoryLeakTriageObservabilityHooks.md	reliability-and-incident-response	production-diagnostics-and-triage
MemoryLeakTriageOptimizationBoundaries.md	reliability-and-incident-response	production-diagnostics-and-triage
MemoryLeakTriageRecoveryLogic.md	reliability-and-incident-response	production-diagnostics-and-triage
MemoryLeakTriageReproHarnesses.md	reliability-and-incident-response	production-diagnostics-and-triage
MemoryLeakTriageResourceBudgets.md	reliability-and-incident-response	production-diagnostics-and-triage
MemoryLeakTriageSafetyMargins.md	reliability-and-incident-response	production-diagnostics-and-triage
MemoryLeakTriageStateInspection.md	reliability-and-incident-response	production-diagnostics-and-triage
MemoryManagementProfiling.md	reliability-and-incident-response	production-diagnostics-and-triage
MergeConflictResolutionApprovalHeuristics.md	software-engineering-craft	version-control-and-builds
MergeConflictResolutionChangeNarratives.md	software-engineering-craft	version-control-and-builds
MergeConflictResolutionDependencyBlastRadius.md	software-engineering-craft	version-control-and-builds
MergeConflictResolutionDiffCompression.md	software-engineering-craft	version-control-and-builds
MergeConflictResolutionEvidencePackets.md	software-engineering-craft	version-control-and-builds
MergeConflictResolutionFollowthroughChecklists.md	software-engineering-craft	version-control-and-builds
MergeConflictResolutionRebaseSafety.md	software-engineering-craft	version-control-and-builds
MergeConflictResolutionRegressionForecasting.md	software-engineering-craft	version-control-and-builds
MergeConflictResolutionReviewerAlignment.md	software-engineering-craft	version-control-and-builds
MergeConflictResolutionStagingPlans.md	software-engineering-craft	version-control-and-builds
MessageQueues.md	backend-and-api-engineering	messaging-queues-and-realtime
MessageSchemaAlignmentAlertEscalations.md	data-platform-and-analytics	schema-and-data-contracts
MessageSchemaAlignmentDeadLetterHandling.md	data-platform-and-analytics	schema-and-data-contracts
MessageSchemaAlignmentDeliveryAudits.md	data-platform-and-analytics	schema-and-data-contracts
MessageSchemaAlignmentIdempotencyWindows.md	data-platform-and-analytics	schema-and-data-contracts
MessageSchemaAlignmentMappingValidation.md	data-platform-and-analytics	schema-and-data-contracts
MessageSchemaAlignmentReplayStrategies.md	data-platform-and-analytics	schema-and-data-contracts
MessageSchemaAlignmentRetryContracts.md	data-platform-and-analytics	schema-and-data-contracts
MessageSchemaAlignmentSchemaGuardrails.md	data-platform-and-analytics	schema-and-data-contracts
MessageSchemaAlignmentSecretRotation.md	data-platform-and-analytics	schema-and-data-contracts
MessageSchemaAlignmentThroughputLimits.md	data-platform-and-analytics	schema-and-data-contracts
MetricDefinitionGovernance.md	data-platform-and-analytics	metrics-and-analytics
MetricGovernanceAnomalyTriage.md	data-platform-and-analytics	metrics-and-analytics
MetricGovernanceChangeImpact.md	data-platform-and-analytics	metrics-and-analytics
MetricGovernanceConsumerReadiness.md	data-platform-and-analytics	metrics-and-analytics
MetricGovernanceCostDiagnostics.md	data-platform-and-analytics	metrics-and-analytics
MetricGovernanceFreshnessMonitoring.md	data-platform-and-analytics	metrics-and-analytics
MetricGovernanceQueryPlans.md	data-platform-and-analytics	metrics-and-analytics
MetricGovernanceReconciliationChecks.md	data-platform-and-analytics	metrics-and-analytics
MetricGovernanceRetentionPolicies.md	data-platform-and-analytics	metrics-and-analytics
MetricGovernanceSemanticContracts.md	data-platform-and-analytics	metrics-and-analytics
MetricGovernanceValidationSuites.md	data-platform-and-analytics	metrics-and-analytics
MetricLineageAnalysis.md	data-platform-and-analytics	metrics-and-analytics
MetricLineageAutomation.md	data-platform-and-analytics	metrics-and-analytics
MetricLineageDesign.md	data-platform-and-analytics	metrics-and-analytics
MetricLineageDiagnostics.md	data-platform-and-analytics	metrics-and-analytics
MetricLineageGovernance.md	data-platform-and-analytics	metrics-and-analytics
MetricLineageOperations.md	data-platform-and-analytics	metrics-and-analytics
MetricLineageOptimization.md	data-platform-and-analytics	metrics-and-analytics
MetricLineagePlanning.md	data-platform-and-analytics	metrics-and-analytics
MetricLineageReview.md	data-platform-and-analytics	metrics-and-analytics
MetricLineageStrategy.md	data-platform-and-analytics	metrics-and-analytics
MetricReviewBoardsDesign.md	data-platform-and-analytics	metrics-and-analytics
MetricReviewBoardsDiagnostics.md	data-platform-and-analytics	metrics-and-analytics
MetricReviewBoardsGovernance.md	data-platform-and-analytics	metrics-and-analytics
MetricReviewBoardsOperations.md	data-platform-and-analytics	metrics-and-analytics
MetricReviewBoardsOptimization.md	data-platform-and-analytics	metrics-and-analytics
MetricReviewBoardsPlanning.md	data-platform-and-analytics	metrics-and-analytics
MetricReviewBoardsPlaybook.md	data-platform-and-analytics	metrics-and-analytics
MetricReviewBoardsReliability.md	data-platform-and-analytics	metrics-and-analytics
MetricReviewBoardsReview.md	data-platform-and-analytics	metrics-and-analytics
MetricReviewBoardsStrategy.md	data-platform-and-analytics	metrics-and-analytics
MetricsDefinitionOpsAnomalyIsolation.md	data-platform-and-analytics	metrics-and-analytics
MetricsDefinitionOpsConsistencyGuarantees.md	data-platform-and-analytics	metrics-and-analytics
MetricsDefinitionOpsConsumerImpact.md	data-platform-and-analytics	metrics-and-analytics
MetricsDefinitionOpsCostSignals.md	data-platform-and-analytics	metrics-and-analytics
MetricsDefinitionOpsDriftChecks.md	data-platform-and-analytics	metrics-and-analytics
MetricsDefinitionOpsLineageRecords.md	data-platform-and-analytics	metrics-and-analytics
MetricsDefinitionOpsMigrationWindows.md	data-platform-and-analytics	metrics-and-analytics
MetricsDefinitionOpsOwnershipMaps.md	data-platform-and-analytics	metrics-and-analytics
MetricsDefinitionOpsRecoveryPaths.md	data-platform-and-analytics	metrics-and-analytics
MetricsDefinitionOpsValidationProofs.md	data-platform-and-analytics	metrics-and-analytics
MicroFrontendArchitecture.md	frontend-and-user-experience	frontend-frameworks-and-performance
MicrocopyDecisionRulesDesign.md	frontend-and-user-experience	ux-research-and-interaction-design
MicrocopyDecisionRulesDiagnostics.md	frontend-and-user-experience	ux-research-and-interaction-design
MicrocopyDecisionRulesGovernance.md	frontend-and-user-experience	ux-research-and-interaction-design
MicrocopyDecisionRulesOperations.md	frontend-and-user-experience	ux-research-and-interaction-design
MicrocopyDecisionRulesOptimization.md	frontend-and-user-experience	ux-research-and-interaction-design
MicrocopyDecisionRulesPlanning.md	frontend-and-user-experience	ux-research-and-interaction-design
MicrocopyDecisionRulesPlaybook.md	frontend-and-user-experience	ux-research-and-interaction-design
MicrocopyDecisionRulesReliability.md	frontend-and-user-experience	ux-research-and-interaction-design
MicrocopyDecisionRulesReview.md	frontend-and-user-experience	ux-research-and-interaction-design
MicrocopyDecisionRulesStrategy.md	frontend-and-user-experience	ux-research-and-interaction-design
MicroservicesDesign.md	backend-and-api-engineering	service-architecture-and-decomposition
MigrateToShoehorn.md	software-engineering-craft	code-quality-and-refactoring
Mistral.md	ai-and-agent-systems	model-provider-guides
MobileAppDesign.md	mobile-and-desktop-apps	native-and-desktop-development
MobileCrossPlatform.md	mobile-and-desktop-apps	native-and-desktop-development
MobileExperienceDesignContentHierarchy.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileExperienceDesignDecisionClarity.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileExperienceDesignEdgeStateCoverage.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileExperienceDesignExperimentAnnotations.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileExperienceDesignHandoffSpecs.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileExperienceDesignHeuristicReviews.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileExperienceDesignMeasurementPlans.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileExperienceDesignRecoveryPatterns.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileExperienceDesignStateMapping.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileExperienceDesignUsabilitySignals.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileNetworkFallbacksDesign.md	mobile-and-desktop-apps	device-connectivity-and-offline
MobileNetworkFallbacksDiagnostics.md	mobile-and-desktop-apps	device-connectivity-and-offline
MobileNetworkFallbacksGovernance.md	mobile-and-desktop-apps	device-connectivity-and-offline
MobileNetworkFallbacksOperations.md	mobile-and-desktop-apps	device-connectivity-and-offline
MobileNetworkFallbacksOptimization.md	mobile-and-desktop-apps	device-connectivity-and-offline
MobileNetworkFallbacksPlanning.md	mobile-and-desktop-apps	device-connectivity-and-offline
MobileNetworkFallbacksPlaybook.md	mobile-and-desktop-apps	device-connectivity-and-offline
MobileNetworkFallbacksReliability.md	mobile-and-desktop-apps	device-connectivity-and-offline
MobileNetworkFallbacksReview.md	mobile-and-desktop-apps	device-connectivity-and-offline
MobileNetworkFallbacksStrategy.md	mobile-and-desktop-apps	device-connectivity-and-offline
MobileNetworkResilience.md	mobile-and-desktop-apps	device-connectivity-and-offline
MobileReleaseManagement.md	mobile-and-desktop-apps	release-and-app-store-delivery
MobileUXComponentPatterns.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileUXContentDesign.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileUXCritiqueFrameworks.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileUXEdgeStateDesign.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileUXHandoffSpecifications.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileUXMeasurementPlans.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileUXReviewChecklists.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileUXUsabilityTesting.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileUXUserFlows.md	frontend-and-user-experience	ux-research-and-interaction-design
MobileUXVisualHierarchy.md	frontend-and-user-experience	ux-research-and-interaction-design
ModelDriftReviewAnnotationDisputes.md	ai-and-agent-systems	evaluation-and-labeling
ModelDriftReviewDeploymentGates.md	ai-and-agent-systems	evaluation-and-labeling
ModelDriftReviewErrorBuckets.md	ai-and-agent-systems	evaluation-and-labeling
ModelDriftReviewFeedbackIngestion.md	ai-and-agent-systems	evaluation-and-labeling
ModelDriftReviewGoldSetCuration.md	ai-and-agent-systems	evaluation-and-labeling
ModelDriftReviewModelCardSignals.md	ai-and-agent-systems	evaluation-and-labeling
ModelDriftReviewMonitoringCadence.md	ai-and-agent-systems	evaluation-and-labeling
ModelDriftReviewSamplingStrategies.md	ai-and-agent-systems	evaluation-and-labeling
ModelDriftReviewSliceAnalysis.md	ai-and-agent-systems	evaluation-and-labeling
ModelDriftReviewThresholdPolicies.md	ai-and-agent-systems	evaluation-and-labeling
ModelFallbackRoutingComparisonRuns.md	ai-and-agent-systems	model-serving-and-cost
ModelFallbackRoutingEscalationRules.md	ai-and-agent-systems	model-serving-and-cost
ModelFallbackRoutingFailureLabels.md	ai-and-agent-systems	model-serving-and-cost
ModelFallbackRoutingHumanOverride.md	ai-and-agent-systems	model-serving-and-cost
ModelFallbackRoutingPromptVersioning.md	ai-and-agent-systems	model-serving-and-cost
ModelFallbackRoutingQualityGates.md	ai-and-agent-systems	model-serving-and-cost
ModelFallbackRoutingSafetyThresholds.md	ai-and-agent-systems	model-serving-and-cost
ModelFallbackRoutingTaskContracts.md	ai-and-agent-systems	model-serving-and-cost
ModelFallbackRoutingToolReliability.md	ai-and-agent-systems	model-serving-and-cost
ModelFallbackRoutingTraceReview.md	ai-and-agent-systems	model-serving-and-cost
ModelQualityRubricsDesign.md	ai-and-agent-systems	evaluation-and-labeling
ModelQualityRubricsDiagnostics.md	ai-and-agent-systems	evaluation-and-labeling
ModelQualityRubricsGovernance.md	ai-and-agent-systems	evaluation-and-labeling
ModelQualityRubricsOperations.md	ai-and-agent-systems	evaluation-and-labeling
ModelQualityRubricsOptimization.md	ai-and-agent-systems	evaluation-and-labeling
ModelQualityRubricsPlanning.md	ai-and-agent-systems	evaluation-and-labeling
ModelQualityRubricsPlaybook.md	ai-and-agent-systems	evaluation-and-labeling
ModelQualityRubricsReliability.md	ai-and-agent-systems	evaluation-and-labeling
ModelQualityRubricsReview.md	ai-and-agent-systems	evaluation-and-labeling
ModelQualityRubricsStrategy.md	ai-and-agent-systems	evaluation-and-labeling
ModelRoutingAnalysis.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingAutomation.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingCostControl.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingDataContracts.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingDesign.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingDiagnostics.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingEvaluationRubrics.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingExperimentTracking.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingFailureAnalysis.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingGovernance.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingHumanReviewLoops.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingLatencyBudgets.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingOperations.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingOpsCostBudgets.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingOpsExperimentTracking.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingOpsFailureTaxonomy.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingOpsHumanEscalation.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingOpsLatencyControl.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingOpsPolicyEnforcement.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingOpsQualityThresholds.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingOpsRolloutStages.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingOpsTaskContracts.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingOpsTraceAnalysis.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingOptimization.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingPlanning.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingProductionRollouts.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingReview.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingSafetyDesign.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingStrategy.md	ai-and-agent-systems	model-serving-and-cost
ModelRoutingToolReliability.md	ai-and-agent-systems	model-serving-and-cost
ModularMonolithsConstraintMapping.md	backend-and-api-engineering	service-architecture-and-decomposition
ModularMonolithsDataOwnership.md	backend-and-api-engineering	service-architecture-and-decomposition
ModularMonolithsDependencyGraphs.md	backend-and-api-engineering	service-architecture-and-decomposition
ModularMonolithsFailureBudgets.md	backend-and-api-engineering	service-architecture-and-decomposition
ModularMonolithsInterfaceContracts.md	backend-and-api-engineering	service-architecture-and-decomposition
ModularMonolithsMigrationSeams.md	backend-and-api-engineering	service-architecture-and-decomposition
ModularMonolithsOperabilityHooks.md	backend-and-api-engineering	service-architecture-and-decomposition
ModularMonolithsRolloutPhases.md	backend-and-api-engineering	service-architecture-and-decomposition
ModularMonolithsScalingPaths.md	backend-and-api-engineering	service-architecture-and-decomposition
ModularMonolithsTradeoffReviews.md	backend-and-api-engineering	service-architecture-and-decomposition
MongoDB.md	data-platform-and-analytics	databases-and-warehouses
MongoDBAccessPatterns.md	data-platform-and-analytics	databases-and-warehouses
MongoDBConsistencyRules.md	data-platform-and-analytics	databases-and-warehouses
MongoDBCostGuardrails.md	data-platform-and-analytics	databases-and-warehouses
MongoDBDataModelGrain.md	data-platform-and-analytics	databases-and-warehouses
MongoDBDataObservability.md	data-platform-and-analytics	data-quality-and-governance
MongoDBMigrationCutovers.md	data-platform-and-analytics	databases-and-warehouses
MongoDBQueryProfiling.md	data-platform-and-analytics	databases-and-warehouses
MongoDBReplicationRecovery.md	data-platform-and-analytics	databases-and-warehouses
MongoDBSchemaEvolution.md	data-platform-and-analytics	schema-and-data-contracts
MongoDBSecurityControls.md	security-and-trust	secrets-and-key-management
MonitoringObservability.md	reliability-and-incident-response	observability-and-slos
MonolithDecompositionAnalysis.md	backend-and-api-engineering	service-architecture-and-decomposition
MonolithDecompositionAutomation.md	backend-and-api-engineering	service-architecture-and-decomposition
MonolithDecompositionDesign.md	backend-and-api-engineering	service-architecture-and-decomposition
MonolithDecompositionDiagnostics.md	backend-and-api-engineering	service-architecture-and-decomposition
MonolithDecompositionGovernance.md	backend-and-api-engineering	service-architecture-and-decomposition
MonolithDecompositionOperations.md	backend-and-api-engineering	service-architecture-and-decomposition
MonolithDecompositionOptimization.md	backend-and-api-engineering	service-architecture-and-decomposition
MonolithDecompositionPlanning.md	backend-and-api-engineering	service-architecture-and-decomposition
MonolithDecompositionReview.md	backend-and-api-engineering	service-architecture-and-decomposition
MonolithDecompositionStrategy.md	backend-and-api-engineering	service-architecture-and-decomposition
MonorepoArchitecture.md	software-engineering-craft	version-control-and-builds
MonorepoDependencyRulesDesign.md	software-engineering-craft	version-control-and-builds
MonorepoDependencyRulesDiagnostics.md	software-engineering-craft	version-control-and-builds
MonorepoDependencyRulesGovernance.md	software-engineering-craft	version-control-and-builds
MonorepoDependencyRulesOperations.md	software-engineering-craft	version-control-and-builds
MonorepoDependencyRulesOptimization.md	software-engineering-craft	version-control-and-builds
MonorepoDependencyRulesPlanning.md	software-engineering-craft	version-control-and-builds
MonorepoDependencyRulesPlaybook.md	software-engineering-craft	version-control-and-builds
MonorepoDependencyRulesReliability.md	software-engineering-craft	version-control-and-builds
MonorepoDependencyRulesReview.md	software-engineering-craft	version-control-and-builds
MonorepoDependencyRulesStrategy.md	software-engineering-craft	version-control-and-builds
MonorepoGovernance.md	software-engineering-craft	version-control-and-builds
MonorepoGraphNavigationApprovalHeuristics.md	software-engineering-craft	version-control-and-builds
MonorepoGraphNavigationChangeNarratives.md	software-engineering-craft	version-control-and-builds
MonorepoGraphNavigationDependencyBlastRadius.md	software-engineering-craft	version-control-and-builds
MonorepoGraphNavigationDiffCompression.md	software-engineering-craft	version-control-and-builds
MonorepoGraphNavigationEvidencePackets.md	software-engineering-craft	version-control-and-builds
MonorepoGraphNavigationFollowthroughChecklists.md	software-engineering-craft	version-control-and-builds
MonorepoGraphNavigationRebaseSafety.md	software-engineering-craft	version-control-and-builds
MonorepoGraphNavigationRegressionForecasting.md	software-engineering-craft	version-control-and-builds
MonorepoGraphNavigationReviewerAlignment.md	software-engineering-craft	version-control-and-builds
MonorepoGraphNavigationStagingPlans.md	software-engineering-craft	version-control-and-builds
Motion-Design.md	frontend-and-user-experience	design-systems-and-visual-design
MotionAccessibility.md	frontend-and-user-experience	design-systems-and-visual-design
MotionDesignComponentPatterns.md	frontend-and-user-experience	design-systems-and-visual-design
MotionDesignContentDesign.md	frontend-and-user-experience	design-systems-and-visual-design
MotionDesignCritiqueFrameworks.md	frontend-and-user-experience	design-systems-and-visual-design
MotionDesignEdgeStateDesign.md	frontend-and-user-experience	design-systems-and-visual-design
MotionDesignHandoffSpecifications.md	frontend-and-user-experience	design-systems-and-visual-design
MotionDesignMeasurementPlans.md	frontend-and-user-experience	design-systems-and-visual-design
